origen;url;titulo;precio;moneda;marca;modelo;hp_motor;anio;formas_pago;ubicacion;condicion;descripcion;precio_nor
Agrofy;https://www.agrofy.com.ar/tractor-pauny-230-120-hp-financiado-en-cuotas-semestral.html;Tractor Pauny 230 120 Hp Financiado En 7 Semestres De;18200000;$;Pauny;230;120.0;;Cheques.;Rosario, Santa Fe;Usado;"Suscrib&iacute; a un financiamiento el cual se adapta a tus &eacute;pocas de cosecha Nuestro sistema de financiamiento cuenta con un plazo de hasta 7 cuotas semestrales. El suscriptor podr&aacute; acceder a retirar la unidad a partir de haber realizado el primer pago semestral de la unidad preseleccionada. De esta manera cada titular puede decidir como y en que momento retirar su nueva maquinaria. Para realizar la compra de unidades no es necesaria ning&uacute;n tipo de garant&iacute;a ya que la garant&iacute;a de esta operaci&oacute;n es la unidad que se le entrega, por este motivo se realizara una prenda sobre el bien adquirido. El suscriptor una vez retirada la unidad deber&aacute; abonar las cuotas restantes Fijas y en pesos correspondientes a su financiamiento.";12133.333333333334
Agrofy;https://www.agrofy.com.ar/new-holland-8030-cabina-levante-de-3-puntos.html;New Holland 8030 - Cabina - Levante de 3 Puntos;45000;U$;New Holland;8030;;;A Convenir.;Río Tercero, Córdoba;Usado;New Holland 8030 Con cabina. Con levante de 3 puntos. Excelente estado! Consultenos! Tenemos mas usados en STOCK;45000.0
Agrofy;https://www.agrofy.com.ar/tractor-john-deere-6300-80hp-usado-mod-1994.html;Tractor John Deere 6300 80HP año 1994 Usado;32000;U$;John Deere;6300;80.0;1994.0;A Convenir.;General Cabrera, Córdoba;Usado;"Tractor John Deere 6300 a&ntilde;o 1994 Usado Tractor agr&iacute;cola de 80 HP con 3.700 horas de uso . A&ntilde;o 1994. 💡 Especificaciones T&eacute;cnicas: Marca: John Deere Modelo: 6300 Condici&oacute;n: Usado (A&ntilde;o 1994) Potencia: 80 HP Horas de uso: 3.700 Tracci&oacute;n: Simple (2WD) Tipo: Tractor para labores medias ✅ Caracter&iacute;sticas Destacadas: Bajas horas de uso (3.700 hs) para su a&ntilde;o Potencia vers&aacute;til (80 HP) para implementos medianos Marca John Deere con repuestos accesibles Ideal para pulverizaci&oacute;n, labranza ligera y transporte 💰 Condici&oacute;n Comercial: El precio no incluye IVA";32000.0
Agrofy;https://www.agrofy.com.ar/tractor-pauny-230a-384887.html;Tractor Pauny 230A;44000;U$;Pauny;230A;;;A Convenir.;Carlos Casares, Buenos Aires;Usado;Tractor Pauny 230A;44000.0
Agrofy;https://www.agrofy.com.ar/new-holland-tm7020-373095.html;New Holland Tm7020;72000;U$;New Holland;Tm7020;;2013.0;A Convenir.;Río Cuarto, Córdoba;Usado;"NEW HOLLAND TM7020 (A&ntilde;o 2013) 9500 hr de uso. Sin Piloto. Peritaje 9 puntos. Muy buen estado general. Rodados delanteros 16,9 R28 (40%) y traseros 24,5 R32 (40%).";72000.0
Agrofy;https://www.agrofy.com.ar/john-deere-3350-377775.html;John Deere 3350;27000;U$;John Deere;3350;;;A Convenir.;María Juana, Santa Fe;Usado;"Vendo John Deere 3350 estado general muy bueno 1200 horas de motor reparado. toma de fuerza independiente. Doble salida Hidr&aacute;ulica.";27000.0
Agrofy;https://www.agrofy.com.ar/tractor-someca-45-con-pala-frontal-omar-martin.html;Tractor Someca 45 Con Pala Frontal Omar Martin;5900;U$;Someca;45;;;Acepta canje, A Convenir.;Arrecifes, Buenos Aires;Usado;"Tractor Someca 45 con pala frontal Omar Martin, direcci&oacute;n hidr&aacute;ulica, doble comando hidr&aacute;ulico, en buen estado general.";5900.0
Agrofy;https://www.agrofy.com.ar/hanomag-r60.html;Hanomag. R60.;6000;U$;Hanomag;R60;;;A Convenir.;Laguna Larga, Córdoba;Usado;"Tractor Hanomag. R60. Con hidr&aacute;ulico. Mec&aacute;nica excelente. Motor Hanomag. USD 6000+IVA";6000.0
Agrofy;https://www.agrofy.com.ar/massey-ferguson-6480-dyna-6-con-radiales.html;Massey Ferguson 6480 Dyna 6, Con Radiales;88500;U$;Massey Ferguson;6480;;;Entrega + Financiación.;Junín, Buenos Aires;Usado;Cubiertas a un 70%, 8600hs;88500.0
Agrofy;https://www.agrofy.com.ar/tractor-massey-ferguson-1650-378638.html;Tractor Massey Ferguson 1650;41000;U$;Massey Ferguson;1650;;;A Convenir.;Río Segundo, Córdoba;Usado;"Tractor Massey Ferguson 1650. Usado, en buen estado. - Motor Perkins - Rodado trasero 18.4x38 dual Buen estado mec&aacute;nico. Consult&aacute; por nuestras financiaciones. &iexcl;Entrega inmediata!";41000.0
Agrofy;https://www.agrofy.com.ar/valtra-bm-100-a-o-2006-9500hs.html;Tractor Valtra Bm 100. Año 2006. 9500Hs. Usado;45000;U$;Valtra;100;;2006.0;A Convenir.;Laguna Larga, Córdoba;Usado;"VALTRA BM 100. A&ntilde;o 2006. 9500hs. USD 45.000+3%";45000.0
Agrofy;https://www.agrofy.com.ar/tractor-pauny-evo-500-disponible-tres-arroyos.html;Tractor Pauny Evo 500, Disponible, Tres Arroyos;78000;U$;Pauny;500;;2015.0;A Convenir.;Tres Arroyos, Buenos Aires;Usado;"Tractor Pauny Evo 500 a&ntilde;o 2015 con 9800 hs. Centro abierto con dos comandos de hidr&aacute;ulico, cubiertas rodado 18,4x34 dual al 15%, articulaci&oacute;n en buen estado. Buen estado general.";78000.0
Agrofy;https://www.agrofy.com.ar/tractor-zanello-4200-con-motor-mercedes-benz-160-hp.html;Tractor Zanello 4200 Con Motor Mercedes Benz 160 Hp;25000;U$;Zanello;4200;160.0;;Cuotas, Cheques, Acepta canje, A Convenir.;San Pedro, Buenos Aires;Usado;"SE VENDE TRACTOR ZANELLO 4200, ARTICULADO 4X4, CON MERCEDES BENZ. CON CAJA ZF. CON DOBLE SALIDA HIDR&Aacute;ULICA, CON RODADO 18-4-34. EN MUY BUEN ESTADO GENERAL. #BORJESMAQUINARIAS . CONSULTA CON NUESTROS ASESORES 3329538714, 3329542786, 3329642626-3329530454-3329630257 LLAMADAS-MENSAJES-WHATSAPP. SOMOS #BORJESMAQUINARIAS IAGOBORJES.VENTAS, CRISTIAN.MARTINEZ.VENTAS Y #BORJESREPUESTOSYNEUMATICOS Y ESTAMOS EN SAN PEDRO BS AS. #mercedesbenz #big #4x4 #tractor #subielvolumen #soundup #zanello #campo #agro #agriculture #fyp #viralvideos #videoviral #big #farmlife";25000.0
Agrofy;https://www.agrofy.com.ar/tractor-agco-allis-6-125-a-o-2008-364658.html;Tractor Agco Allis 6-125 Año 2008;43000;U$;Agco Allis;6;125.0;2008.0;Efectivo, Cheques.;Coronel Pringles, Buenos Aires;Usado;"TRACTOR AGCO ALLIS 6-125 A&ntilde;o 2005 Doble tracci&oacute;n Motor Deutz 125 hp turbo. 15.000 horas Conjunto motor e inyecci&oacute;n con 900 horas Con climatizador";43000.0
Agrofy;https://www.agrofy.com.ar/zanello-417-a-o-1986-motor-bmw.html;Zanello 417. Año 1986. Motor Zanello. 160 Hp;30000000;$;Zanello;417;160.0;1986.0;A Convenir.;Laguna Larga, Córdoba;Usado;"Zanello 417. A&ntilde;o 1986. 160HP motor ZANELO copia de deutz, estado en general muy bueno. Doble comando hidr&aacute;ulico. Cubiertas excelentes! No tiene toma de fuerza. $30.000.000 +3%. Contado.";20000.0
Agrofy;https://www.agrofy.com.ar/tractor-deutz-ax-4-100-con-tres-puntos-doble-embr.html;Tractor Deutz Ax 4.100, Con Tres Puntos. Doble Embr.;32500000;$;Deutz- Fahr;4100;100.0;1998.0;A Convenir.;Esperanza, Santa Fe;Usado;"TRACTOR DEUTZ AX 4.100 SINCRON 100 HP A&Ntilde;O 1998 TOMA DE FUERZA INDEPENDIENTE DOBLE SALIDA HIDR&Aacute;ULICA TRES PUNTOS DIRECCION HIDR&Aacute;ULICA DOBLE EMBRAGUE RODADO 23-1-30 MUY BUENO $ 32.500.000";21666.666666666668
Agrofy;https://www.agrofy.com.ar/tractor-deutz-70-motor-perkins.html;Tractor Deutz 70 Motor Perkins.;12000000;$;Deutz- Fahr;70;;;A Convenir.;Laguna Larga, Córdoba;Nuevo;"[Motor perkins 6..354] Toma de fuerza y levante hidr&aacute;ulico. *Gasea pero tiene buena precion de aceite Tren delantero nuevo, frenos nuevos, burro, instalaci&oacute;n y alternador nuevo. Cortacorriente Relojes funcionando Bien de gomas Reci&eacute;n pintado Servise COMPLETO (motor, caja, hidr&aacute;ulico) Toma de fuerza. $12.000.000 + 3% Forma de pago 0.30.60.90 d&iacute;as";8000.0
Agrofy;https://www.agrofy.com.ar/tractor-john-deere-5010-130-hp-con-pala.html;Tractor John Deere 5010 130 Hp Con Pala;15000;U$;John Deere;5010;130.0;;Entrega + Financiación, Cuotas, Cheques, A Convenir.;Charata, Chaco;Usado;"TRACTOR JOHN DEERE 5010 CON MOTOR FIAT 1100 130 HP, TECHO, RODADOS 24-5X32"", DOBLE SALIDA HIDR&Aacute;ULICA Y PALA PAGLIA DE 3,40 MTS. DISPONIBLE PARA ENTREGA INMEDIATA. PRECIO M&Aacute;S IVA 10,5%.";15000.0
Agrofy;https://www.agrofy.com.ar/deutz-ax-80-383739.html;Deutz Ax 80;18000;U$;Deutz- Fahr;80;;;A Convenir.;Cañada de Gomez, Santa Fe;Usado;"Deutz ax 80 doble embrague .direcci&oacute;n hidr&aacute;ulica. Opcional 3 puntos";18000.0
Agrofy;https://www.agrofy.com.ar/tractor-chery-375296.html;Tractor Chery;54256;U$;Chery;;;;Entrega + Financiación, Cuotas, Financiación de fábrica, Financiado, Cheques, Acepta canje, Tasa en Dólares, Tasa en Pesos, A Convenir.;La Paz, Entre Ríos;Usado;"Descuento 5% pago contado. &iexcl;&iexcl;&iexcl; Hacemos envios a todo el pais !!! Traccion 4x4 Doble salida hidraulica Tres puntos Marchas 24x24 Rodado 14,9-26/18,4-38";54256.0
Agrofy;https://www.agrofy.com.ar/zanello-articulado-nuevo.html;Zanello Articulado Nuevo;110000;U$;Zanello;Articulado;280.0;;A Convenir.;Las Varillas, Córdoba;Nuevo;"Zanello articulado nuevo Eje delantero pivotante Frenos estrenos en eje delantero Motor MWM de 280 HP Mec&aacute;nica zanello Consulto sin compromiso";110000.0
Agrofy;https://www.agrofy.com.ar/tractor-deutz-fahr-4050-4x4.html;Tractor Deutz Fahr 4050 4X4;38000;U$;Deutz- Fahr;4050;49.32;;Cheques, Acepta canje, A Convenir.;Lisandro Olmos, Buenos Aires;Usado;TRACTOR DEUTZ FAHR 4050 4X4 KEYLINE CON TRES PUNTOS MOTOR DE 50 CV DE POTENCIA;38000.0
Agrofy;https://www.agrofy.com.ar/tractor-deutz-ax100-doble-embrague-375019.html;Deutz Ax100 Doble Embrague Levante Hidraulico 3 Puntos;26000;U$;Deutz- Fahr;Ax100;;;A Convenir.;Calchín, Córdoba;Nuevo;TRACTOR DEUTZ AX100 DOBLE EMBRAGUE Nada para hacerle. El tractor esta brutalmente impecable. MOTOR REPARADO!!!! TOVERAS, EMBRAGUE, ELECTRICIDAD, RELOJERIA, FILTROS, ACEITES, RETENES..... TODO NUEVO !!!!! SE VENDE CON O SIN LEVANTE DE 3 PUNTOS. EL MISMO ES NUEVO A ESTRENAR EL PRECIO PUBLICADO CORRESPONDE SIN EL LEVANTE. EN CASO DE QUERER CONSULTAR PRECIO! PRECIO PUBLICADO EN DOLARES OFICIALES;26000.0
Agrofy;https://www.agrofy.com.ar/tractor-massey-ferguson-4292-382006.html;Tractor Massey Ferguson 4292;40000;U$;Massey Ferguson;4292;;;A Convenir.;Pavón Arriba, Santa Fe;Usado;8300HS DE TRABAJO, SERVICE AL DIA, MANTENIMIENTO CONSTANTE, SE USA PARA UN TRABAJO DE FEED LOT;40000.0
Agrofy;https://www.agrofy.com.ar/tractor-valtra-bm-120-con-pala.html;Tractor Valtra Bm 120 Con Pala;58000;U$;Valtra;120;;2004.0;A Convenir.;Crespo, Entre Ríos;Usado;"*Tractor VALTRA BM-120* a&ntilde;o 2004 4x4 Cabina nacional Cabimetal Elevador Frontal CEIBO 1004 Rodados 14,9x26"" y 23,1x30""";58000.0
Agrofy;https://www.agrofy.com.ar/tractor-120hp.html;Tractor 120Hp;26000;U$;Agrinar;120Hp;120.0;;Cheques, Acepta canje, A Convenir.;Capitán Sarmiento, Buenos Aires;Usado;Tractor Agrinar motor Perkins 120hp, con cabina, rodado trasero 18,4 x 38. U$S 26.000 Dolar oficial vendedor Banco Nacion Precio mas iva 10,5%;26000.0
Agrofy;https://www.agrofy.com.ar/tractor-new-holland-tl85e-384506.html;Tractor New Holland Tl85E;40000;U$;New Holland;Tl85E;;;Acepta canje.;San Justo, Santa Fe;Usado;"PRECIO M&Aacute;S IVA";40000.0
Agrofy;https://www.agrofy.com.ar/massey-ferguson-1175-con-tres-puntos.html;Massey Ferguson 1175 Con Tres Puntos;12000;U$;Massey Ferguson;1175;;;A Convenir.;Armstrong, Santa Fe;Usado;MF 1175 Levante 3 puntos Doble salida hidraulica Funcionando correctamente;12000.0
Agrofy;https://www.agrofy.com.ar/tractor-fiat-700-e-pala-frontal-motor-perkins-125-hp.html;Tractor Fiat 700 E. Pala Frontal. Motor Perkins 125 Hp;9800000;$;Fiat;700;125.0;;A Convenir.;Esperanza, Santa Fe;Usado;"TRACTOR FIAT 700 E MOTOR PERKINS TURBO 125 HP TOMA DE FUERZA SALIDAS HIDR&Aacute;ULICAS DIRECCI&Oacute;N HIDR&Aacute;ULICA CON PALA FRONTAL MECANICA BUENA $ 9.800.000- ( el precio no incluye bateria)";6533.333333333333
Agrofy;https://www.agrofy.com.ar/tractor-rh100t-4wd-cabinado.html;Tractor Rh100t 4wd Cabinado;57435;U$;Roland H;Rh100t;;;A Convenir.;Cañuelas, Buenos Aires;Usado;Motor 4 cilindros, inyección directa, diesel, turbo Doble tracción Peso: 3740kg Dimensiones generales: 4500x2030x2900 Caja de transmisión: 12 de avance + 12 de retroceso Embrague seco, doble efecto, independiente Frenos en húmedo Dirección hidráulica Velocidad máxima: 35,8 km/h Elevador 3 puntos de alta presión 3 salidas hidráulicas, 50 L/min Sistema economizador de combustible;57435.0
Agrofy;https://www.agrofy.com.ar/tractores-chery-rd504-f-entrega-asegurada.html;Tractores Chery Rd504-F Entrega Asegurada;28000;U$;Chery;Rd504;58.0;;Efectivo, Transferencia, Financiado, Cheques, A Convenir.;La Paz, Entre Ríos;Usado;"&iexcl;Hola Buenos d&iacute;as! Gracias por tu contacto con American Agro Sucursal Entre R&iacute;os y ZONA. Para poder asesorarte necesito por favor (en los comentarios) tu n&uacute;mero de tel&eacute;fono o celular Ej =&gt; 11 - 4313-4717 ** Tambi&eacute;n dispones del Bot&oacute;n de WhatsApp, atenci&oacute;n directa: gerente general, Andr&eacute;s Beliz | Sino, ag&eacute;ndanos WhatsApp 343 469 4909. American Agro + Vial Respuestas + Soluciones &iexcl;AHORA IGUALMENTE! Recibimos CRIPTOS, en todos sus formatos; pagos internacionales, ASIMISMO billetes USD y USDT, somos y buscamos: innovaci&oacute;n y crecimiento. American Agro es una divisi&oacute;n de American Vial. Una empresa de capitales argentinos que nace con el objetivo de proveer maquinaria y repuesto vial de primer nivel al Mercado Argentino y Sudamericano. Representante en el pa&iacute;s de las marcas XCMG (principalmente), ZoomLion (Chery by Lion), Wecan, Janyong y HBXG, American Vial cuenta hoy con m&aacute;s de 20 puntos de venta en el pa&iacute;s y m&aacute;s de 1.500 unidades vendidas a lo largo y ancho de la Argentina, ubic&aacute;ndose entre las empresas l&iacute;deres del mercado. Adem&aacute;s, cuenta con representaci&oacute;n comercial y t&eacute;cnica en Brasil, Uruguay, Chile y Per&uacute;. SERVICIO TECNICO ESPECIALIZADO , Contamos con todos los recursos tecnol&oacute;gicos y humanos capaces de ofrecer un servicio t&eacute;cnico orientado a responder a los requerimientos de nuestros clientes. REPUESTOS ORIGINALES , Repuestos originales para toda nuestra gama de tractores, que aseguran el &oacute;ptimo funcionamiento de los equipos y la m&aacute;xima protecci&oacute;n de la inversi&oacute;n, cuidando la vida &uacute;til y el rendimiento de la maquinaria. &iquest;Te interesa otro producto y no el promocionado&hellip;? &iexcl;Consulta al WhatsApp Directamente, Obtendr&aacute;s soluciones y una atenci&oacute;n totalmente personalizada enfocada en darte una Respuesta Inmediata! &iexcl;Importante! Verificar siempre de estar viendo la &Uacute;ltima Publicaci&oacute;n o que el Precio sea el Vigente. Tractores Chery RD504-F ENTREGA ASEGURADA American Agro Precio Lista: $ 28.000 USD Precio Financiado 40% + 5 Cheques: $ 33.000 USD Precio Financiado 50% + 7 Cheques: $ 34.000 USD Tracci&oacute;n 4x4- - Tres puntos- Motor Xinchai A498 de 58HP ** Las im&aacute;genes pueden o no ser ilustrativas, de la misma marca y similar o igual tenor. Caracter&iacute;sticas T&eacute;cnicas: Tracci&oacute;nSimple 4x4 Motor tipoDiesel 4 cilindros, inyecci&oacute;n Directa, bomba Lineal Refrigerado por agua. Aspiraci&oacute;n Natural Potencia58 hp Desplazamiento1255 cm3 Velocidad de rotaci&oacute;n3100 rpm N&uacute;mero de marchas8 de avance / 2 de retroceso Velocidad min-max (avance / retroceso)2,35 - 33 / 2,06 - 27 Km/h Freno principalDisco seco Toma de fuerza (PTO / rpm)540 / 1000 Suspensi&oacute;n de 3 puntosCat. 1 Capacidad de levante a 610mm720 kg Largo total3412 mm Ancho total1470 mm Altitud total2420 mm Peso1700 Kg";28000.0
Agrofy;https://www.agrofy.com.ar/tractor-new-holland-tl-95-379399.html;Tractor New Holland Tl 95;40000;U$;New Holland;95;;;Acepta canje.;Morteros, Córdoba;Usado;"HP: 104 PRECIO M&Aacute;S IVA";40000.0
Agrofy;https://www.agrofy.com.ar/tractor-deuz-ax120-muy-bueno.html;Tractor Deuz Ax120 Muy Bueno;34000000;$;Deutz- Fahr;Ax120;;;Entrega + Financiación, Cheques.;Olavarría, Buenos Aires;Usado;"Deuz ax 120 No tiene doble embrague Gomas 85% de nuevas No son recapadas Doble salida hidr&aacute;ulica Listo para trabajar mec&aacute;nicamente muy bueno";22666.666666666668
Agrofy;https://www.agrofy.com.ar/tractor-new-holland-tm7020-a-o-2013-382826.html;Tractor New Holland Tm7020 Año 2013;78000;U$;New Holland;Tm7020;150.0;2013.0;Descuento efectivo, A Convenir.;Balcarce, Buenos Aires;Usado;"NEW HOLLAND 7020 (150HP) A&Ntilde;O 2013 TRANSMISION POWER SHIFT CON LEVANTE 3 PUNTOS RODADO EXTRA PARA PAPA DISPONIBLE!!!";78000.0
Agrofy;https://www.agrofy.com.ar/tractor-deutz-ax160-227443.html;Tractor Deutz Ax160 Usado Tracción Simple;38000;U$;Deutz- Fahr;Ax160;;;Financiado, Cheques, Acepta canje, A Convenir.;Pigue, Buenos Aires;Usado;Con duales 18/4/38 PRECIO DOLAR OFICIAL. POR CONSULTAS, LLAMAR AL 2923-642559.;38000.0
Agrofy;https://www.agrofy.com.ar/tractor-pauny-250-evo-160-hp.html;Tractor Pauny 250Evo 160Hp Financiado En 6 Semestres De;28000000;$;Pauny;250Evo;160.0;;Cuotas, Financiado, Cheques, A Convenir.;Rosario, Santa Fe;Usado;"Suscrib&iacute; a un financiamiento el cual se adapta a tus &eacute;pocas de cosecha Nuestro sistema de financiamiento cuenta con un plazo de hasta 7 cuotas semestrales. El suscriptor podr&aacute; acceder a retirar la unidad a partir de haber realizado el primer pago semestral de la unidad preseleccionada. De esta manera cada titular puede decidir como y en que momento retirar su nueva maquinaria. Para realizar la compra de unidades no es necesaria ning&uacute;n tipo de garant&iacute;a ya que la garant&iacute;a de esta operaci&oacute;n es la unidad que se le entrega, por este motivo se realizara una prenda sobre el bien adquirido. El suscriptor una vez retirada la unidad deber&aacute; abonar las cuotas restantes Fijas y en pesos correspondientes a su financiamiento.";18666.666666666668
Agrofy;https://www.agrofy.com.ar/m-f-1660-de-160-h-p-con-niveleta-a-control-de-4-mts.html;Tractor Massey Ferguson 1660 160 HP con Niveleta;54000;U$;Massey Ferguson;1660;160.0;;A Convenir.;Laguna Larga, Córdoba;Usado;"M.F. 1660 de 160 H.P USD 50.000+ IVA+3% Con niveleta a Control de 4 mts: USD 4000 +IVA+3% M.F. 1660 de 160 H.P USD 50.000+ IVA+3% Con niveleta a Control de 4 mts: USD 4000 +IVA+3% Disponible en VARJ Laguna Larga-C&oacute;rdoba";54000.0
Agrofy;https://www.agrofy.com.ar/tractor-chery-58hp-375276.html;Tractor 58Hp;21658;U$;Chery;58Hp;58.0;;Entrega + Financiación, Cuotas, Financiación de fábrica, Financiado, Cheques, Acepta canje, Tasa en Dólares, Tasa en Pesos, A Convenir.;La Paz, Entre Ríos;Usado;"Descuento pago contado 5%. &iexcl;&iexcl;&iexcl; hacemos envios a todo el pais !!! Traccion 4x4 Inversor Doble Salida Tres puntos Marchas 8x8 Rodado 9,5-20/13,6-28";21658.0
Agrofy;https://www.agrofy.com.ar/zanello-v-210-mmotor-perkins-100-hp.html;Zanello V-210 Mmotor Perkins 100 Hp;15500;U$;Zanello;210;100.0;;Efectivo, Transferencia, Acepta canje, Cheques.;Cañada de Gomez, Santa Fe;Usado;TRACTOR ZANELLO V-210 MOTOR PERKINS 6-354 - 6 CIL - 100 HP DOBLE EMBRAGUE - CONTROL REMOTO RODADO 18,4X34 MUY BUEN ESTADO GENERAL;15500.0
Agrofy;https://www.agrofy.com.ar/tractor-zanello-230cc-a-o-1996-reparado.html;Tractor Zanello 230Cc Año 1996 Reparado;30000;U$;Zanello;230Cc;120.0;1996.0;Financiado, Cheques, Acepta canje, A Convenir.;Pampa del Infierno, Chaco;Usado;"ZANELLO 230CC A&Ntilde;O 1996, CON MOTOR CUMMINS 120HP REPARADO CON 1000 HS, SIN CABINA, RODADOS 23-1x30"" Y 1100x16"", TOMA DE FUERZA INDEPENDIENTE Y DOBLE SALIDA HIDR&Aacute;ULICA. MUY BUEN ESTADO GENERAL. Precio + IVA 10,5%.";30000.0
Agrofy;https://www.agrofy.com.ar/tractor-agco-allis-6-190-366928.html;Tractor Agco Allis 6.190;100;$;Agco Allis;6190;;;Financiado, Cheques, Acepta canje, A Convenir.;Capitán Sarmiento, Buenos Aires;Usado;Tractor Agco Allis 6.190, doble traccion, con rodado trasero 23,1 x 30, climatic, muy bueno. U$S 74000 Dolar oficial vendedor Banco Nacion Precio mas iva 10,5% Consulte sin compromiso estamos para asesorarlo;0.06666666666666667
Agrofy;https://www.agrofy.com.ar/tractor-massey-ferguson-650-4x4-150hp-a-o-2008.html;Tractor Massey Ferguson 650 4X4 150Hp Año 2008;68000;U$;Massey Ferguson;650;150.0;2008.0;A Convenir.;Lisandro Olmos, Buenos Aires;Usado;"Tractor MASSEY FERGUSON modelo 650 4x4 150 hp.de potencia A&ntilde;o 2008";68000.0
Agrofy;https://www.agrofy.com.ar/tractor-agco-allis-6-125-4x4-125hp-a-o-2005.html;Tractor Agco Allis 6.125 4X4 125Hp Año 2005;39000;U$;Agco Allis;6125;125.0;2005.0;A Convenir.;Lisandro Olmos, Buenos Aires;Usado;"Tractor AGCO ALLIS 6.125 4x4 A&ntilde;o 2005 125 hp.de.potencia";39000.0
Agrofy;https://www.agrofy.com.ar/tractor-agco-allis-6-110a-5-300-hs-a-o-2010-aire.html;Tractor Agco Allis 6.110A - 5.300 Hs - Año 2010 - Aire;35000;U$;Agco Allis;6.110A;;2010.0;A Convenir.;Rafaela, Santa Fe;Usado;Cabina sin aire acondicionado motor refrigerado a aire;35000.0
Agrofy;https://www.agrofy.com.ar/valmet-885-s-4x2-372153.html;Valmet 885 S 4X2;32600;U$;Valmet;885;;;Acepta canje, Tarjeta, Efectivo, Transferencia.;Crespo, Entre Ríos;Usado;VALMET 885 S 4X2 con rops/techo. Rod. 100X16 / 18,4X34;32600.0
Agrofy;https://www.agrofy.com.ar/tractor-massey-1175-373038.html;Tractor Massey 1175;14000;U$;Massey Ferguson;1175;;;A Convenir.;General Pico, La Pampa;Usado;"Tractor Massey Ferguson 1175 Muy buen estado mec&aacute;nico";14000.0
Agrofy;https://www.agrofy.com.ar/zanelo-up-100.html;Zanelo Up 100;18000;U$;Zanello;100;100.0;;Entrega + Financiación, Cuotas, Financiado, Cheques, Acepta canje, Tasa en Dólares, A Convenir.;Isla Verde, Córdoba;Usado;TRACTOR USADO, MARCA ZANELLO, MODELO UP 100, MOTOR PERKIN, CON CABINA Y CLIMATIC, 100 Hp, DOBLE EMBRAGUE, RODADO TRASERO 18.4 x 34;18000.0
Agrofy;https://www.agrofy.com.ar/new-holland-t8-325-con-piloto.html;New Holland T8.325 Con Piloto;230000;U$;New Holland;T8.325;350.0;;Entrega + Financiación, Cuotas, Financiado.;Necochea, Buenos Aires;Usado;280/350HP. 3000 hs de motor, 12000 totales muy buen estado;230000.0
Agrofy;https://www.agrofy.com.ar/tractor-pauny-500-evo-375096.html;Tractor Pauny 500 Evo;85000;U$;Pauny;500;;;A Convenir.;Chascomús, Buenos Aires;Usado;el tractor tiene 4000 hs listo para trabajar;85000.0
Agrofy;https://www.agrofy.com.ar/tractor-deutz-agco-allis-aire-5-80.html;Tractor Deutz Agco Allis Aire 5.80;26000;U$;Agco Allis;5.80;;;A Convenir.;Chascomús, Buenos Aires;Usado;muy buen estado listo para trabajar con pala;26000.0
Agrofy;https://www.agrofy.com.ar/new-holland-tm-190-con-piloto-con-radeales.html;New Holland Tm 190, Con Piloto, Con Radiales;85000;U$;New Holland;190;;;Entrega + Financiación.;Benito Juárez, Buenos Aires;Usado;Con piloto A. Cuffia Cubiertas traseras radiales Michelin al 75% Delanteras 40%, con bomba nueva. Muy buen estado;85000.0
Agrofy;https://www.agrofy.com.ar/tractor-new-holland-modelo-tm-150-dt-c-piloto-automatic.html;Tractor New Holland Modelo Tm 150 Dt C/piloto Automatic;68000;U$;New Holland;Tm;;;Cuotas, Cheques, Acepta canje, A Convenir.;Lisandro Olmos, Buenos Aires;Usado;"Excelente unidad!!!!! Segundo due&ntilde;o Tractor NEW HOLLAND TM 150 con piloto autom&aacute;tico y rodado dual Digno de ver!! Oportunidad";68000.0
Agrofy;https://www.agrofy.com.ar/tractor-pauny-250a-con-pala-frontal.html;Tractor Pauny 250A Con Pala Frontal;45000;U$;Pauny;250A;160.0;;A Convenir.;Lisandro Olmos, Buenos Aires;Usado;Tractor PAUNY 250A 4x4 con pala frontal Y motor Cummins 6 cilindros de 160 hp.de potencia. Oportunidad!!!! Excelente unidad!!!!;45000.0
Agrofy;https://www.agrofy.com.ar/tractor-john-deere-7800-4x4-a-o-1998.html;Tractor John Deere 7800 4X4 Año 1998;70000;U$;John Deere;7800;;1998.0;Cuotas, Financiado.;Totoras, Santa Fe;Usado;"CONSULTA EN TU SUCURSAL M&Aacute;S CERCANA TOTORAS, SANTA FE: 3476 697580 / 606719 MARCOS JU&Aacute;REZ, C&Oacute;RDOBA: 3472 504309 / 620100 VENADO TUERTO, SANTA FE: 3462 411000 VICTORIA, ENTRE R&Iacute;OS: 3436 613061 FINANCIAMOS! CONSULTA FACILIDADES! Grupo Criolani, camino a los 60 a&ntilde;os. Seguinos en nuestras redes @grupocriolani @criolani.jcb @ @criolani.bauer";70000.0
